fold,sparsity
0,0.0382
1,0.05833833333333333
2,0.0458775
3,0.05626
4,0.034888333333333334
5,0.06429333333333333
6,0.03357916666666667
7,0.0538025
8,0.05065083333333333
9,0.07647166666666666
10,0.06074916666666667
11,0.04281416666666667
12,0.07247333333333333
13,0.03835416666666667
14,0.068555
15,0.0413325
16,0.09942333333333334
17,0.10097333333333333
18,0.06956916666666667
19,0.06644666666666667
20,0.11305083333333334
21,0.0853175
22,0.06502083333333333
23,0.03879
24,0.04720083333333333
25,0.10180833333333333
26,0.08563916666666667
27,0.05458333333333333
28,0.0250025
29,0.052984166666666666
30,0.06898583333333333
31,0.08255166666666666
32,0.06731416666666666
33,0.035505
34,0.03339166666666667
35,0.12634333333333334
36,0.09085666666666667
37,0.1026025
38,0.037496666666666664
39,0.06606333333333334
40,0.10900666666666667
41,0.11769083333333333
42,0.11670583333333333
43,0.10434333333333333
44,0.0686375
45,0.06876666666666667
