fold,sparsity
0,0.41605555555555557
1,0.49325555555555556
2,0.37688444444444447
3,0.34360666666666667
4,0.4549166666666667
5,0.5024233333333333
6,0.33535
7,0.4951711111111111
8,0.4860988888888889
9,0.42315555555555556
10,0.4231311111111111
11,0.40406333333333333
12,0.5130255555555555
13,0.3750411111111111
14,0.4272666666666667
15,0.4604022222222222
16,0.5050477777777778
17,0.5046811111111111
18,0.2839655555555556
19,0.49488
20,0.5286233333333333
21,0.3760277777777778
22,0.49147
23,0.5627477777777777
24,0.51774
25,0.46664222222222224
26,0.5263433333333334
27,0.5062933333333334
28,0.2300788888888889
29,0.31388777777777777
30,0.2944677777777778
31,0.5309855555555556
32,0.5207844444444445
33,0.4462055555555556
34,0.4116766666666667
35,0.5247266666666667
36,0.5545222222222222
37,0.50739
38,0.22769777777777778
39,0.2533711111111111
40,0.52925
41,0.5180477777777778
42,0.40524444444444446
43,0.4682644444444444
44,0.51178
45,0.41120111111111113
