fold,sparsity
0,0.6387244444444444
1,0.5994
2,0.6283544444444444
3,0.57674
4,0.6482
5,0.6952
6,0.6501966666666666
7,0.6660666666666667
8,0.73
9,0.5822
10,0.6781333333333334
11,0.6433611111111112
12,0.6027333333333333
13,0.6748666666666666
14,0.6702
15,0.6546666666666666
16,0.6617333333333333
17,0.6222666666666666
18,0.6214755555555556
19,0.5957333333333333
20,0.6738666666666666
21,0.7634355555555555
22,0.6876666666666666
23,0.6383333333333333
24,0.683
25,0.6977333333333333
26,0.6079333333333333
27,0.6908
28,0.64658
29,0.5581044444444444
30,0.6635444444444445
31,0.6018666666666667
32,0.6720666666666667
33,0.6779333333333334
34,0.6460144444444444
35,0.5984666666666667
36,0.5754666666666667
37,0.6331333333333333
38,0.6397955555555556
39,0.6873022222222223
40,0.671
41,0.6839333333333333
42,0.7636
43,0.5804666666666667
44,0.5828
45,0.6612977777777778
