fold,sparsity
0,0.41636666666666666
1,0.5053788888888889
2,0.39286166666666666
3,0.35197555555555554
4,0.45361666666666667
5,0.5217105555555556
6,0.33575777777777777
7,0.49431888888888886
8,0.47696222222222223
9,0.4236838888888889
10,0.43773944444444446
11,0.3983172222222222
12,0.513045
13,0.37462055555555557
14,0.4235388888888889
15,0.4705594444444444
16,0.4830727777777778
17,0.5040883333333334
18,0.2816383333333333
19,0.49655333333333335
20,0.5261855555555556
21,0.37827444444444447
22,0.48829555555555554
23,0.5564572222222223
24,0.5152327777777778
25,0.4687238888888889
26,0.5257011111111111
27,0.49813166666666664
28,0.23371055555555556
29,0.3099561111111111
30,0.2870216666666667
31,0.5271766666666666
32,0.5016616666666667
33,0.43890277777777775
34,0.40993
35,0.5170094444444444
36,0.5478005555555555
37,0.5023822222222222
38,0.22541
39,0.24969777777777777
40,0.5325411111111111
41,0.5032922222222223
42,0.37994555555555554
43,0.48341666666666666
44,0.5213422222222223
45,0.42152666666666666
