fold,sparsity
0,0.03795222222222222
1,0.05847666666666667
2,0.04548111111111111
3,0.05620666666666667
4,0.035152222222222224
5,0.06479666666666667
6,0.03338777777777778
7,0.05372333333333333
8,0.0511
9,0.07681777777777778
10,0.06064888888888889
11,0.042493333333333334
12,0.07277222222222222
13,0.03789
14,0.06881444444444444
15,0.04105222222222222
16,0.09973333333333333
17,0.10088888888888889
18,0.06955444444444445
19,0.06606111111111111
20,0.11333555555555555
21,0.08483222222222223
22,0.06509555555555556
23,0.03891555555555556
24,0.04678888888888889
25,0.10210555555555556
26,0.08614666666666666
27,0.05474444444444444
28,0.02484
29,0.05264777777777778
30,0.06897444444444445
31,0.08250777777777778
32,0.06696888888888888
33,0.03543333333333333
34,0.03354111111111111
35,0.12581777777777778
36,0.09014666666666667
37,0.10246555555555556
38,0.03714666666666667
39,0.06570888888888889
40,0.10932444444444445
41,0.11772222222222223
42,0.11632555555555556
43,0.10454
44,0.06841333333333334
45,0.06891555555555555
