1,0.058686666666666665
2,0.045463333333333335
3,0.05627
4,0.03503
5,0.06443333333333333
6,0.03373333333333333
7,0.053748333333333335
8,0.05106
9,0.07623833333333334
10,0.060225
11,0.043315
12,0.07228666666666667
13,0.037525
14,0.068975
15,0.041238333333333335
16,0.09963333333333334
17,0.101165
18,0.06892833333333333
19,0.06666
20,0.11397666666666667
21,0.08508833333333334
22,0.06514333333333333
23,0.038825
24,0.047105
25,0.10213666666666667
26,0.08595833333333333
27,0.05454
28,0.024935
29,0.05278833333333333
30,0.06889333333333333
31,0.08266
32,0.06711333333333333
33,0.035335
34,0.03349666666666667
35,0.12593833333333335
36,0.08975666666666667
37,0.10260333333333334
38,0.037213333333333334
39,0.06587
40,0.108245
41,0.11763666666666667
42,0.11591833333333333
43,0.10462833333333334
44,0.06867
45,0.068365
0,0.038625
