0,0.5452677777777778
1,0.6605705555555555
2,0.5104238888888889
3,0.45999444444444443
4,0.6071361111111111
5,0.6659205555555555
6,0.44236722222222224
7,0.6545388888888889
8,0.6364516666666666
9,0.5597688888888889
10,0.5776561111111111
11,0.5322144444444444
12,0.6637333333333333
13,0.4985233333333333
14,0.5657094444444445
15,0.6148494444444444
16,0.6673377777777778
17,0.6585672222222222
18,0.3744138888888889
19,0.6641594444444444
20,0.6916366666666667
21,0.5020977777777778
22,0.6617961111111111
23,0.7267405555555555
24,0.6751183333333334
25,0.6055677777777778
26,0.6929394444444444
27,0.6765105555555555
28,0.29750666666666664
29,0.40236833333333333
30,0.37857166666666664
31,0.6979033333333333
32,0.6672005555555556
33,0.5960094444444445
34,0.5448061111111111
35,0.6877533333333333
36,0.7181805555555556
37,0.64526
38,0.2957938888888889
39,0.33348555555555554
40,0.6998833333333333
41,0.6829633333333334
42,0.5515816666666666
43,0.6288255555555555
44,0.6693533333333334
45,0.5530077777777778
