0,0.6981955555555556
1,0.7334666666666667
2,0.6465683333333333
3,0.6445988888888889
4,0.731
5,0.7614666666666666
6,0.6095972222222222
7,0.7355333333333334
8,0.7515333333333334
9,0.7341333333333333
10,0.7228666666666667
11,0.6542361111111111
12,0.7495333333333334
13,0.66741
14,0.7302
15,0.7551333333333333
16,0.6629761111111111
17,0.7336666666666667
18,0.5871611111111111
19,0.7369333333333333
20,0.7338
21,0.6550094444444444
22,0.7083333333333334
23,0.7404666666666667
24,0.7501333333333333
25,0.7114666666666667
26,0.7413333333333333
27,0.7352
28,0.40632666666666667
29,0.5217
30,0.6195488888888889
31,0.7351333333333333
32,0.7470666666666667
33,0.7396666666666667
34,0.65552
35,0.7803333333333333
36,0.7374666666666667
37,0.7435333333333334
38,0.5070277777777777
39,0.6140222222222222
40,0.7678666666666667
41,0.756
42,0.7438
43,0.7296666666666667
44,0.7611205555555556
45,0.64846
