fold,sparsity
0,0.03878
18,0.06995333333333334
9,0.07662333333333333
27,0.05422333333333333
1,0.058543333333333336
28,0.02529
19,0.06704333333333333
10,0.060976666666666665
2,0.04516333333333333
29,0.05301666666666666
11,0.04313
20,0.11444666666666667
30,0.06895333333333334
3,0.05587333333333333
12,0.07217333333333334
21,0.08561666666666666
31,0.08305666666666667
4,0.03534
22,0.06497333333333333
13,0.0384
5,0.06531333333333333
14,0.06953333333333334
32,0.06645333333333334
23,0.03865
6,0.03299
24,0.047336666666666666
15,0.04162333333333333
33,0.03541
7,0.053373333333333335
16,0.10002333333333334
25,0.10198
34,0.033523333333333336
8,0.05095333333333334
35,0.12642666666666666
26,0.0861
17,0.10025666666666666
36,0.08909
45,0.06881333333333334
37,0.10282666666666666
38,0.03688
39,0.06561
40,0.11000333333333333
41,0.11748666666666667
42,0.11558666666666667
43,0.10436
44,0.06792666666666666
