fold,sparsity
17,0.6585466666666666
8,0.6363433333333334
0,0.5452111111111111
26,0.69361
18,0.3745455555555556
1,0.6603755555555556
9,0.5603333333333333
19,0.6641333333333334
10,0.5773966666666667
27,0.6771222222222222
2,0.5109655555555556
20,0.6921944444444444
3,0.4597833333333333
3,0.4600988888888889
11,0.5323344444444444
35,0.6873433333333333
28,0.29799555555555557
29,0.40234
4,0.60733
21,0.5021088888888889
12,0.6635111111111112
36,0.7178866666666667
30,0.37826
22,0.6614588888888889
31,0.6989011111111111
13,0.49799777777777776
37,0.6453477777777777
23,0.72658
14,0.5657833333333333
32,0.6672022222222223
38,0.29584333333333335
15,0.6150722222222222
39,0.33398555555555554
24,0.6754577777777778
33,0.5962822222222223
40,0.6995066666666667
16,0.6676055555555556
25,0.6054488888888889
34,0.5446655555555555
41,0.6828755555555556
44,0.6697822222222222
42,0.5521066666666666
45,0.5526677777777778
43,0.6286677777777778
