fold,sparsity
8,0.4765688888888889
17,0.50333
0,0.4102044444444444
18,0.2810344444444444
9,0.41887111111111114
1,0.47908666666666666
19,0.49576333333333333
10,0.4182088888888889
2,0.37975555555555557
20,0.5160855555555556
11,0.3921455555555556
3,0.3465977777777778
12,0.5068088888888889
21,0.38317555555555555
4,0.4482111111111111
13,0.38016222222222223
22,0.49081444444444444
5,0.49989666666666666
14,0.4220522222222222
23,0.5631277777777778
6,0.3309588888888889
15,0.4574811111111111
24,0.4624488888888889
7,0.4940222222222222
16,0.48645
25,0.4651677777777778
26,0.5319177777777778
35,0.5309333333333334
44,0.5233211111111111
27,0.5692588888888889
36,0.5313155555555555
45,0.4159922222222222
28,0.2362211111111111
37,0.49916333333333335
29,0.34576666666666667
38,0.22709222222222222
30,0.29065111111111114
39,0.2518433333333333
31,0.53753
40,0.5326977777777778
32,0.5065911111111111
41,0.5019144444444444
33,0.4340611111111111
42,0.3866133333333333
34,0.4121822222222222
43,0.4855522222222222
