fold,sparsity
0,0.4813738888888889
1,0.5904594444444444
2,0.45551722222222224
3,0.40399277777777776
4,0.5105161111111111
5,0.6015055555555555
6,0.3890911111111111
7,0.5924072222222222
8,0.57516
9,0.5073472222222222
10,0.5063738888888889
11,0.47363222222222223
12,0.5947966666666666
13,0.44056555555555554
14,0.517925
15,0.5584538888888889
16,0.6119583333333334
17,0.600485
18,0.34402
19,0.5951277777777778
20,0.6404677777777777
21,0.45930611111111114
22,0.5992472222222223
23,0.6788355555555555
24,0.6369561111111111
25,0.5710694444444444
