fold,sparsity
0,0.4849603703703704
1,0.6062674074074074
2,0.4534862962962963
3,0.4088514814814815
4,0.5030948148148148
5,0.6126455555555556
6,0.39747777777777776
7,0.5857714814814815
8,0.5804311111111111
9,0.5013144444444444
10,0.5127822222222223
11,0.48307925925925926
12,0.6121985185185185
13,0.43848703703703706
14,0.5069374074074074
15,0.5347633333333334
16,0.6058033333333334
17,0.6042562962962963
18,0.34516444444444444
19,0.5872418518518518
20,0.624482962962963
21,0.45005407407407405
22,0.5953385185185185
23,0.6788492592592592
24,0.6273722222222222
25,0.56549
26,0.6377722222222222
27,0.5983196296296296
28,0.27834037037037035
29,0.3791303703703704
30,0.34674037037037037
31,0.646342962962963
32,0.604577037037037
33,0.521024074074074
34,0.5100077777777777
35,0.6322540740740741
36,0.6496514814814814
37,0.6198351851851852
38,0.2621762962962963
39,0.29657962962962964
40,0.6250074074074075
41,0.6050048148148148
42,0.4776411111111111
43,0.5911544444444444
44,0.620384074074074
45,0.5233988888888889
