fold,sparsity
0,0.03817
1,0.05828777777777778
2,0.04579111111111111
3,0.05626777777777778
4,0.034937777777777776
5,0.06449111111111111
6,0.03352111111111111
7,0.05379333333333333
8,0.050624444444444444
9,0.07619666666666666
10,0.06078111111111111
11,0.04286555555555555
12,0.07237666666666667
13,0.038352222222222225
14,0.06835666666666666
15,0.04143
16,0.09954666666666667
17,0.10113333333333334
18,0.06963111111111112
19,0.06641222222222222
20,0.11317777777777778
21,0.0853
22,0.06505
23,0.03877666666666667
24,0.047155555555555555
25,0.10159222222222222
26,0.08558444444444445
27,0.054574444444444446
28,0.02504111111111111
29,0.052906666666666664
30,0.06887555555555555
31,0.08262333333333333
32,0.06736777777777778
33,0.03546777777777778
34,0.033383333333333334
35,0.12643333333333334
36,0.09105444444444444
37,0.10278222222222222
38,0.03753111111111111
39,0.06624
40,0.10912444444444444
41,0.11764222222222222
42,0.11666888888888889
43,0.10423
44,0.06870777777777778
45,0.06898111111111112
