fold,sparsity
0,0.5451225925925925
1,0.6603744444444445
2,0.5105862962962963
3,0.45994962962962965
4,0.6070751851851852
5,0.6660388888888888
6,0.4422137037037037
7,0.6542407407407408
8,0.6364385185185185
9,0.5599325925925925
10,0.5772866666666666
11,0.5321366666666667
12,0.6635792592592593
13,0.4984885185185185
14,0.5656866666666667
15,0.6144133333333334
16,0.6678881481481481
17,0.6581259259259259
18,0.3743374074074074
19,0.6644533333333333
20,0.6919855555555555
21,0.5022777777777778
22,0.6617607407407408
23,0.7265751851851852
24,0.6750518518518519
25,0.60556
26,0.6932703703703704
27,0.6766351851851852
28,0.29749444444444445
29,0.40246925925925925
30,0.3783037037037037
31,0.6980788888888889
32,0.6674314814814815
33,0.5961751851851852
34,0.5448818518518519
35,0.687327037037037
36,0.7182644444444445
37,0.6451388888888889
38,0.29581111111111114
39,0.3337374074074074
40,0.6996044444444445
41,0.6829859259259259
42,0.5524407407407408
43,0.628797037037037
44,0.6693885185185185
45,0.5524048148148148
