fold,sparsity
0,0.49258833333333335
1,0.5958833333333333
2,0.4559472222222222
3,0.41309
4,0.5288144444444445
5,0.6137633333333333
6,0.3986733333333333
7,0.5922094444444445
8,0.5820238888888889
9,0.5132783333333333
10,0.5102138888888889
11,0.48247055555555557
12,0.6131744444444445
13,0.44857833333333336
14,0.5056955555555556
15,0.5520277777777778
16,0.6094111111111111
17,0.6001627777777778
18,0.3425316666666667
19,0.5938705555555556
20,0.6286972222222222
21,0.45730055555555554
22,0.6027333333333333
23,0.6701916666666666
24,0.6209305555555555
25,0.5760505555555555
26,0.6313972222222223
27,0.6136805555555556
28,0.2774388888888889
29,0.3814227777777778
30,0.34403388888888886
31,0.6519633333333333
32,0.6051422222222222
33,0.5190761111111111
34,0.4985688888888889
35,0.6377305555555556
36,0.6643444444444444
37,0.6145911111111111
38,0.2677027777777778
39,0.3016594444444444
40,0.6223716666666667
41,0.6100244444444445
42,0.48163222222222224
43,0.5704755555555555
