fold,sparsity
0,0.06666666666666667
0,0.06666666666666667
1,0.06666666666666667
2,0.06666666666666667
0,0.06666666666666667
0,0.06666666666666667
0,0.06666666666666667
0,0.06666666666666667
0,0.06666666666666667
0,0.06666666666666667
0,0.06666666666666667
0,0.06666666666666667
0,0.06666666666666667
0,0.06666666666666667
0,0.06666666666666667
0,0.06666666666666667
1,0.06666666666666667
2,0.06666666666666667
0,0.04
1,0.04
2,0.04
0,0.01
1,0.01
2,0.01
0,0.2
1,0.2
2,0.2
0,0.04
1,0.04
2,0.04
0,0.04
1,0.04
2,0.04
