fold,sparsity
0,0.27245166666666665
1,0.24198166666666668
2,0.15770666666666666
3,0.20973166666666668
4,0.31188333333333335
5,0.2118
6,0.20287
7,0.258585
8,0.23298666666666668
9,0.26719
10,0.281535
11,0.24733
12,0.29328166666666666
13,0.23971166666666666
14,0.33322833333333335
15,0.20319
16,0.2054
17,0.28786666666666666
18,0.18731666666666666
19,0.30566666666666664
20,0.32817166666666664
21,0.23463666666666666
22,0.26297166666666666
23,0.2702866666666667
24,0.29012666666666664
25,0.21866666666666668
26,0.22266666666666668
27,0.34027833333333335
28,0.24981333333333333
29,0.19226333333333334
30,0.15578666666666666
31,0.24185666666666666
32,0.271165
33,0.29630666666666666
34,0.26352
35,0.3187333333333333
36,0.25140666666666667
37,0.23278166666666666
38,0.26386166666666666
39,0.210825
40,0.2564
41,0.2887766666666667
42,0.20205333333333333
43,0.3367366666666667
44,0.24626333333333333
45,0.2789
